id;Код подразделения;type;Заданий без нарушений срока;более 30 дней средняя просрочка;более 30 дней число просрочек;до 30 дней средняя просрочка;до 30 дней число просрочек;до 7 дней средняя просрочка;до 7 дней число просрочек;Образование;Специальность;Табельный номер руководителя;Обучений количество;Будни FromUser Число звонков;Будни FromUser Время звонков;Будни ToUser Число звонков;Будни ToUser Время звонков;Выходные дни FromUser Число звонков;Выходные дни FromUser Время звонков;Выходные дни ToUser  Число звонков;Выходные дни ToUser Время звонков ;Будни Нет опоздания;Будни Нет опоздания Время опозданий;Будни Опоздание;Будни Опоздание Время опозданий;Выходные дни Нет опоздания;Выходные дни Нет опоздания Время опозданий;Выходные дни Опоздание;Выходные дни Опоздание Время опозданий;Будни Дни Всего;Будни Среднее время;Выходные дни Всего;Выходные дни Среднее время;Будни Компьютер всего;Будни Компьютер среднее;Выходные Компьютер всего;Выходные Компьютер среднее;Будни Монитор количество;Будни Монитор активность;Будни Монитор общее;Выходные Монитор количество;Выходные Монитор активность;Выходные Монитор общее
ОРГ2-03121;ОРГ2;2;4320;147.955081001473;1358;16.9179954441913;439;2.84732824427481;786;Высшее образование;Юриспруденция;ОРГ2-05294;1;null;null;null;null;null;null;null;null;131;0.465102777777778;54;267.521313333333;0;0;5;21.8228008333333;null;null;null;null;185;21025.5405405405;5;6723.8;1675;1880.2752238806;2578.9128358209;26;1010.80769230769;3757.11538461538
ОРГ2-04750;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Технология машиностроения;не указано;1;null;null;null;null;null;null;null;null;24;0;34;134.003663055556;7;0;4;15.9039336111111;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-03082;ОРГ1;0;null;null;null;null;null;null;null;Высшее образование;Технология машиностроения;ОРГ1-02700;1;7;1.10111111111111;9;2.10916666666667;0;0;0;0;12;0;1;8.91639805555556;0;0;0;0;null;null;null;null;12;26384.9166666667;0;0;155;1929.32258064516;2404.34838709677;0;0;0
ОРГ1-01776;ОРГ1;2;36;0;0;0;0;2.44444444444444;9;Высшее образование - специалитет, магистратура;Газотурбинные, паротурбинные установки и двигатели;не указано;1;1477;137.376111111111;927;27.325;113;2.96444444444444;81;1.27527777777778;85;2.12437555555556;35;47.4253075;16;0.588701666666667;20;47.6521736111111;null;null;null;null;119;10666.1764705882;36;9079.30555555555;1188;841.484848484849;1088.07154882155;327;790.529051987768;1047.74006116208
ОРГ1-01166;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;12;3.35416666666667;0;0;0;0;0;0;null;null;null;null;null;null;null;null;24;7.94097222222222;0;0;298;13263.9127516779;1;300;2002;1626.98201798202;5255.24525474526;55;0.109090909090909;81481.1636363636
ОРГ2-06823;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Техническое обслуживание и ремонт промышленного оборудования;ОРГ2-09100;1;null;null;null;null;null;null;null;null;70;0.771328333333333;30;43.1539427777778;11;0.00113805555555556;3;0.868024166666667;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02816;ОРГ1;2;39;267.5;2;0;0;0;0;Высшее образование;Металлообрабатывающие станки и комплексы;не указано;1;97;2.95111111111111;96;2.92388888888889;0;0;0;0;92;1.44701416666667;8;8.15789916666667;0;0;0;0;null;null;null;null;99;26000.1818181818;0;0;1072;2058.67350746269;2398.51585820896;0;0;0
ОРГ1-00665;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;120;15381.625;24;9791.29166666667;1299;1015.34103156274;1864.58968437259;240;672.920833333333;1540.20416666667
ОРГ1-02781;ОРГ1;2;null;null;null;null;null;null;null;Высшее образование;Машины и аппараты химических производств;ОРГ1-00148;1;619;41.8288888888889;384;11.1736111111111;0;0;0;0;179;2.62402972222222;39;44.00856;0;0;2;6.93719916666667;null;null;null;null;216;24792.5046296296;2;19802;1884;2516.09766454352;3000.08439490446;19;1636.52631578947;1688.52631578947
ОРГ2-04135;ОРГ2;2;null;null;null;null;null;null;null;Высшее образование - бакалавриат;Юриспруденция;не указано;1;null;null;null;null;null;null;null;null;139;0.204208333333333;27;40.2207647222222;24;0;3;6.38430861111111;null;null;null;null;164;6663.95731707317;27;12068.7407407407;939;1047.74014909478;7442.53993610224;149;1995.1744966443;10006.5369127517
ОРГ1-02076;ОРГ1;2;26;135;17;18;8;3.33333333333333;6;Высшее образование;Библиотековедение и библиография;не указано;1;1810;21.6575;2283;36.3561111111111;65;0.663333333333333;134;2.65194444444444;111;1.56833333333333;160;626.8344875;16;0.216998055555556;19;56.0970869444444;null;null;null;null;271;12307.4833948339;35;8204.48571428571;1656;1579.86714975845;3822.69685990338;231;1031.12554112554;8475.81385281385
ОРГ1-02057;ОРГ1;2;205;335.5;2;12.4;5;3.8;5;Высшее образование;Химическая технология природных энергоносителей и углеродных материалов;не указано;1;432;13.5277777777778;541;11.3272222222222;4;0.162777777777778;0;0;140;2.52503916666667;134;331.653232777778;1;0;2;12.1736963888889;null;null;null;null;272;16752.4669117647;3;1701.33333333333;1976;1712.35576923077;1946.4979757085;12;233.25;239.916666666667
ОРГ1-01057;ОРГ1;2;1;261.866666666667;15;14.5;2;1.5;2;Высшее образование;Электроснабжение;не указано;1;null;null;null;null;null;null;null;null;65;1.02972916666667;34;53.2936188888889;4;0.153691666666667;6;13.7965769444444;null;null;null;null;99;5274.11111111111;10;1260.1;603;884.941956882255;12994.9452736318;62;225.370967741935;52502.064516129
ОРГ2-04406;ОРГ2;2;6;75.6666666666667;3;0;0;2;2;Высшее образование - специалитет, магистратура;Нефтегазовое дело;не указано;1;null;null;null;null;null;null;null;null;100;2.98293972222222;29;52.2800577777778;0;0;0;0;null;null;null;null;128;15180.6484375;0;0;1228;1377.3151465798;2810.74185667752;0;0;0
ОРГ1-01231;ОРГ1;2;284;46.0875;240;17.0518358531318;463;4.13259668508287;181;Высшее образование - бакалавриат;Нефтегазовое дело;ОРГ1-01974;1;1076;19.0980555555555;837;18.8113888888889;4;0.241666666666667;2;0.180555555555556;88;0.362873055555556;4;8.23276555555555;0;0;0;0;21;8.36825396825397;0;0;91;27517.8461538462;0;0;1100;1949.77272727273;2164.74909090909;0;0;0
ОРГ1-02037;ОРГ1;0;67;0;0;15.3333333333333;3;6;3;Высшее образование - специалитет, магистратура;Приборостроение;ОРГ1-00044;1;null;null;null;null;null;null;null;null;113;0.00854444444444444;3;7.81126472222222;1;0;1;0.679513055555556;32;9.0484375;0;0;116;28189.1637931034;2;4502;1436;2047.47632311978;2462.48746518106;7;1129.71428571429;1254.42857142857
ОРГ1-02192;ОРГ1;2;17;0;0;0;0;1.4;5;Высшее образование - бакалавриат, Высшее образование - специалитет, магистратура;Технологические машины и оборудование, Технологические машины и оборудование;не указано;2;688;22.6397222222222;662;17.6094444444444;30;1.45944444444444;31;0.528055555555556;121;1.26529916666667;11;11.5526141666667;37;0.699948888888889;0;0;null;null;null;null;131;14089.2290076336;37;12476.7297297297;1137;1322.23394898857;1818.23922603342;316;1190.11392405063;1712.7246835443
ОРГ2-05295;ОРГ2;2;1216;145.117647058824;17;11.5;8;2.29203539823009;113;Высшее образование;Экономика;ОРГ2-05294;1;62;19.3927777777778;0;0;0;0;0;0;101;0.772964722222222;28;42.5323925;0;0;1;12.5419972222222;null;null;null;null;128;22759.546875;1;600;1260;1875.01984126984;3369.6253968254;17;47.6470588235294;10127.0588235294
ОРГ2-01325;ОРГ2;2;0;353;3;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;110;1.72400972222222;44;88.9713775;8;0.252629444444444;6;29.6179736111111;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ2-03081;ОРГ2;2;null;null;null;null;null;null;null;Среднее профессиональное образование;Техническое обслуживание и ремонт автомобильного транспорта;ОРГ2-09100;1;null;null;null;null;null;null;null;null;193;0.674760277777778;69;158.835830555555;32;0.0200138888888889;9;35.2740325;null;null;null;null;255;22225.0078431373;41;22566.6829268293;2195;2195.83371298405;4531.98952164009;336;2327.10714285714;4653.49107142857
ОРГ2-05173;ОРГ2;1;null;null;null;null;null;null;null;Высшее образование;Оборудование нефтегазопереработки;ОРГ2-09100;1;null;null;null;null;null;null;null;null;406;0.227115;42;118.984632777778;66;0.0288388888888889;7;10.4388777777778;null;null;null;null;446;7307.77578475336;73;5134.67123287671;2591;998.157468159012;5286.56348900039;362;838.814917127072;4998.10497237569
ОРГ2-05235;ОРГ2;0;505;228.6;5;12;18;2.76335877862595;131;Высшее образование;Безопасность жизнедеятельности в техносфере;не указано;1;null;null;null;null;null;null;null;null;147;4.13760583333333;150;354.871914722222;0;0;4;36.4871047222222;null;null;null;null;294;13376.0272108844;4;825;2025;1336.73333333333;1916.94222222222;10;167.4;170.1
ОРГ1-02054;ОРГ1;0;15;0;0;0;0;0;0;Высшее образование - бакалавриат, Высшее образование, Высшее образование - бакалавриат;Экология и природопользование, география, Юриспруденция;ОРГ1-02013;3;696;22.9388888888889;526;8.89777777777778;0;0;0;0;96;0;14;55.2939197222222;0;0;12;81.0770788888889;31;9.15322580645161;0;0;110;26201.8818181818;12;1625.66666666667;1836;1283.06917211329;1734.41394335512;63;155.714285714286;399.68253968254
ОРГ1-02830;ОРГ1;2;1217;186;1;0;0;1.1875;16;Среднее профессиональное образование, Высшее образование;Бюджетный учет, Юриспруденция;ОРГ1-00655;2;335;8.30416666666667;655;20.9533333333333;1;0.0369444444444444;2;0.015;202;2.71224222222222;33;98.4499758333333;4;0.150895277777778;3;25.2307277777778;null;null;null;null;233;19714.4120171674;7;13856;1406;2332.34352773826;2936.83499288762;35;2181.85714285714;2590.68571428571
ОРГ1-01495;ОРГ1;2;0;0;0;0;0;4;1;Высшее образование;Промышленное и гражданское строительство;не указано;1;null;null;null;null;null;null;null;null;130;4.49485083333333;20;10.9867452777778;0;0;2;0.4747925;null;null;null;null;149;13125.3288590604;1;16206;1671;863.035906642729;1407.11609814482;20;919.85;1564.95
ОРГ1-02739;ОРГ1;2;130;0;0;0;0;2;10;Высшее образование;Автомобили и автомобильное хозяйство;ОРГ1-01907;1;5487;150.954722222222;2428;57.7763888888889;6;0.0619444444444444;8;0.0802777777777778;123;3.71795888888889;10;7.29538166666667;0;0;3;25.6037775;10;8.36666666666667;0;0;132;31973.9772727273;3;7107;2138;1790.51683816651;4372.9153414406;61;311.622950819672;58806.9672131148
ОРГ1-00340;ОРГ1;0;5;0;0;0;0;5.33333333333333;3;Высшее образование;Химическая технология органических веществ;ОРГ1-01157;1;2112;111.0775;1601;94.4316666666666;349;13.1311111111111;226;11.0902777777778;110;7.02345138888889;40;108.193984166667;0;0;4;41.2016852777778;31;9.22258064516129;0;0;149;22074.6375838926;4;8100.75;1514;1886.99933949802;2536.38375165126;23;1299.69565217391;16656.9130434783
ОРГ2-06429;ОРГ2;0;null;null;null;null;null;null;null;Высшее образование - бакалавриат;Ценообразование и сметное нормирование в строительстве. Составление смет ресурсным методом;ОРГ2-00125;1;null;null;null;null;null;null;null;null;131;1.27145444444444;3;2.62487972222222;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-01817;ОРГ1;2;1;0;0;0;0;0;0;Высшее образование;Гидротехническое строительство;не указано;1;128;11.8241666666667;219;9.42166666666667;0;0;1;0.000277777777777778;32;2.304095;122;224.255241111111;0;0;1;8.70361305555556;null;null;null;null;153;16076.4509803922;1;300;2141;915.902382064456;1559.1214385801;4;72.5;75
ОРГ1-02127;ОРГ1;2;12;184.59793814433;97;21.7142857142857;7;2.66666666666667;3;Высшее образование;Водоснабжение и водоотведение;ОРГ1-00531;1;2166;67.1869444444444;1064;37.7441666666667;0;0;0;0;119;2.65851361111111;9;15.0014341666667;1;0;2;23.861;27;8.04382716049383;0;0;127;22041.811023622;3;600.333333333333;1817;1376.88607594937;5522.40011007155;64;7.5;67120.40625
ОРГ1-02947;ОРГ1;1;14;0;0;14;2;2;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;62;25200.8225806452;0;0;686;2039.14285714286;2952.54373177843;0;0;0
ОРГ1-02845;ОРГ1;2;10;32;2;15.5;2;4;3;Высшее образование, Повышение квалификации;Электроснабжение, Современные технологии диспетчерского управления электрическими сетями;ОРГ1-02802;2;3;0.00361111111111111;0;0;0;0;0;0;74;3.278715;46;52.0984861111111;7;0.163009166666667;1;0.514153611111111;null;null;null;null;119;11037.2521008403;7;7630.57142857143;1106;875.424050632911;1237.48824593128;71;573.760563380282;1047.45070422535
ОРГ1-02988;ОРГ1;0;2;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;38;0.827378055555556;4;9.98358777777778;0;0;0;0;null;null;null;null;41;18865;0;0;575;1066.92695652174;1906.43826086957;0;0;0
ОРГ2-06711;ОРГ2;2;null;null;null;null;null;null;null;Высшее образование - специалитет, магистратура;Автоматизация технологических процессов и производств (по отраслям);ОРГ2-09100;1;null;null;null;null;null;null;null;null;18;0;20;31.8466266666667;3;0;3;2.18555833333333;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ2-05934;ОРГ2;2;18;92.3636363636364;11;12.1428571428571;7;3.5625;16;null;null;null;null;null;null;null;null;null;null;null;null;72;0.09715;17;75.3131538888889;5;0;9;17.4667891666667;null;null;null;null;87;8355.77011494253;14;11427.0714285714;767;726.710560625815;1237.96610169492;129;968.782945736434;1455.74418604651
ОРГ2-01748;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Обеспечение экологической безопасности руководителями и спец. общехоз-х систем управления;ОРГ2-09100;1;null;null;null;null;null;null;null;null;155;0;9;28.5716755555556;25;0;2;1.346375;null;null;null;null;164;14472.8963414634;27;11970.1851851852;1233;1503.1800486618;8839.22222222222;203;1250.18226600985;7897.6354679803
ОРГ1-01295;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0;0;1;7.04895083333333;0;0;0;0;null;null;null;null;1;300;0;0;4;9.5;9.5;0;0;0
ОРГ1-01886;ОРГ1;2;80;0;0;12;2;3.28571428571429;7;Высшее образование;Химическая технология и оборудование отделочного производства;не указано;1;808;20.6575;571;16.2680555555556;0;0;0;0;85;1.19359555555556;5;9.27588694444445;0;0;0;0;31;8.25161290322581;0;0;89;26370.1123595506;0;0;1140;1663.13421052632;2043.68245614035;2;179;61155
ОРГ2-07336;ОРГ2;1;null;null;null;null;null;null;null;Высшее образование;Специалист  сварочного производства;ОРГ2-09100;1;null;null;null;null;null;null;null;null;47;0;7;23.5134786111111;5;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02588;ОРГ1;0;28175;0;0;0;0;0;0;Высшее образование;Документоведение и  документационное обеспечение управления;ОРГ1-01410;1;471;7.77388888888889;3291;54.6877777777777;2;0.0138888888888889;10;0.189722222222222;136;2.19408972222222;29;240.765716111111;0;0;21;199.265051388889;25;8.66133333333333;0;0;164;26377.4268292683;21;2786.57142857143;1709;1874.15272088941;2118.96255119953;94;487.755319148936;540.872340425532
ОРГ1-02657;ОРГ1;0;1;255;1;0;0;0;0;Высшее образование;Геология;ОРГ1-02013;1;508;13.3541666666667;334;6.10277777777778;0;0;0;0;113;0.465974166666667;5;13.5827025;0;0;3;16.9916230555556;29;8.01896551724138;0;0;117;19307;3;10703.3333333333;1365;1485.65347985348;6508.60879120879;55;456.727272727273;48845.7454545455
ОРГ1-02252;ОРГ1;0;20;143;1;8;1;6;1;Высшее образование;Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ;ОРГ1-02252;1;964;27.7852777777778;377;14.8947222222222;0;0;0;0;9;0.00392138888888889;5;24.2498575;0;0;2;2.33351194444444;21;6.06111111111111;0;0;14;13656.7142857143;2;14857;1682;1254.29607609988;5455.96492271106;92;337.510869565217;38096.0869565217
ОРГ2-04237;ОРГ2;0;2;52;1;8;1;3;1;Среднее профессиональное образование;Бухгалтерский учет, контроль и анализ хозяйственной деятельности в строительстве;ОРГ2-00559;1;null;null;null;null;null;null;null;null;158;3.20270472222222;120;230.635392222222;0;0;0;0;null;null;null;null;276;11137.1413043478;0;0;1726;1263.08342989571;2210.77636152955;0;0;0
ОРГ1-03108;ОРГ1;2;null;null;null;null;null;null;null;Высшее образование, Высшее образование;Химическая технология природных энергоносителей и углеродных материалов, Экономика и управление на предприятии нефтяной и газовой пролмышленности;ОРГ1-01391;2;32;1.18722222222222;134;2.5025;22;0.2;60;0.456388888888889;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-02233;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;130;4472.13846153846;33;3946.66666666667;805;613.439751552795;1305.6397515528;164;640.792682926829;987.713414634146
ОРГ1-01328;ОРГ1;2;419;448.026086956522;115;15.8571428571429;7;1.75;4;Высшее образование;Юриспруденция;ОРГ1-01328;1;1007;18.2608333333333;2140;47.5513888888889;2;0.0111111111111111;1;0.1125;102;0.519930833333333;11;26.7820555555556;0;0;0;0;14;5.66666666666667;0;0;112;18853.5803571429;0;0;1708;1169.67271662763;5987.08548009368;51;11.7254901960784;82635.9215686275
ОРГ1-00448;ОРГ1;0;18;155.75;4;21.3333333333333;6;0;0;Высшее образование;Пожарная безопасность;не указано;1;736;33.0816666666667;974;37.7066666666667;0;0;0;0;119;0.146105555555556;7;23.9816177777778;0;0;0;0;17;8.58627450980392;0;0;125;24621.448;0;0;1675;1565.77373134328;2212.26746268657;6;0;86158.1666666667
ОРГ1-02690;ОРГ1;2;null;null;null;null;null;null;null;Неполное высшее образование, Среднее общее образование;Промышленное и гражданское строительство, не указано;не указано;2;null;null;null;null;null;null;null;null;20;0.333008055555556;19;61.0302866666666;0;0;0;0;null;null;null;null;39;9456.23076923077;0;0;287;1062.11149825784;2632.98257839721;0;0;0
ОРГ1-00480;ОРГ1;2;11;0;0;0;0;0;0;Среднее профессиональное образование, Высшее образование, Высшее образование - бакалавриат;Земельно-имущественные отношения, Землеустройство, Строительство;не указано;3;null;null;null;null;null;null;null;null;71;3.64178027777778;41;19.4209811111111;1;0;2;15.0269563888889;31;8.15215053763441;0;0;111;20984.3603603604;3;18003.3333333333;918;2346.97167755991;3237.85185185185;24;2035.16666666667;2463.5
ОРГ2-00536;ОРГ2;0;null;null;null;null;null;null;null;Среднее профессиональное образование;Оборудование химических и нефтегазоперерабатывающих заводов;не указано;1;null;null;null;null;null;null;null;null;331;0.972561944444444;228;851.615515;50;0.155134444444444;35;102.835165;null;null;null;null;552;3087.3134057971;85;6421.89411764706;2873;483.647406891751;2804.61364427428;472;908.783898305085;4895.97881355932
ОРГ1-00357;ОРГ1;0;70;212.4;5;16.8181818181818;33;2.90909090909091;11;Высшее образование, Повышение квалификации, Повышение квалификации, Повышение квалификации, Повышение квалификации;Водоснабжение и водоотведение, Интегрированная система менеджмента согласно стребованиям стандартов ИСО 90001:2015, ИСО 14001:2015, не указано, Безопасность строительства и осуществление строительного контроля, Безопасность строительства. Организация строительства, реконструкции и капитального ремонта;ОРГ1-02700;5;371;18.3022222222222;231;16.0075;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ОРГ1-01768;ОРГ1;2;33;59.5;2;13.9411764705882;17;3.29166666666667;24;Высшее образование;Теплогазоснабжение и вентиляция;не указано;1;6;3.38333333333333;45;0.914444444444444;0;0;0;0;157;1.29166194444444;112;150.438270277778;0;0;0;0;null;null;null;null;267;22695.4719101124;0;0;2448;2282.92075163399;3222.47753267974;0;0;0
ОРГ1-01633;ОРГ1;2;231;53.5;2;12.6666666666667;3;3.2;20;Высшее образование;не указано;не указано;1;903;25.5372222222222;481;22.1338888888889;0;0;0;0;174;1.27597833333333;76;188.035704444444;6;0;6;27.0418183333333;null;null;null;null;248;16195.6008064516;12;2401.25;1585;1674.49968454259;2180.06119873817;32;782.375;1026.6875
ОРГ2-00872;ОРГ2;2;13;38;1;12.5;2;4;9;Высшее образование - бакалавриат;Строительство;ОРГ2-00477;1;0;0;0;0;0;0;0;0;132;1.8366025;54;71.4154080555555;1;0;1;0.986439722222222;null;null;null;null;185;11227.4;2;18457;1304;1306.99923312883;6037.05674846626;23;1332.60869565217;45123.4347826087
ОРГ2-00599;ОРГ2;1;223;44;1;11.4705882352941;17;3.42222222222222;45;Среднее профессиональное образование;Электроэнергетика и электротехника;ОРГ2-09100;1;null;null;null;null;null;null;null;null;123;0.141950833333333;28;109.850415;1;0;3;6.77385944444444;null;null;null;null;150;24665;4;8777;1592;1802.39698492462;2268.68969849246;36;767.777777777778;2027.83333333333
ОРГ1-02689;ОРГ1;0;1;0;0;0;0;0;0;Высшее образование - специалитет, магистратура, Высшее образование - бакалавриат;Управление в технических системах, Строительство;не указано;2;154;4.55888888888889;166;6.60666666666667;0;0;2;0.0533333333333333;108;2.4126275;7;7.87560444444444;2;0;3;18.8204516666667;32;8.31875;0;0;114;28165.1578947368;5;10324.8;1674;1631.85483870968;4261.79689366786;66;619.712121212121;27980.3636363636
ОРГ1-00465;ОРГ1;2;1991;80.3333333333333;3;10.5;2;2.05263157894737;19;Высшее образование, Высшее образование, Повышение квалификации;Машины и аппараты химических производств и предприятий строительных материалов, Промышленное и гражданское строительство, Интегрированная система менеджмента согласно стребованиям стандартов ИСО 90001:2015, ИСО 14001:2015;ОРГ1-02742;3;3457;120.164722222222;1172;40.6797222222222;16;1.15138888888889;6;3.34;11;0.847561388888889;94;58.9163611111111;0;0;1;3.49268694444444;23;7.06086956521739;1;3.21666666666667;104;7852.875;1;4803;725;856.867586206897;3968.43862068966;17;274.294117647059;53891.9411764706
ОРГ1-01169;ОРГ1;2;2981;200.553435114504;262;17.5;50;2.96428571428571;224;Высшее образование;Юриспруденция;не указано;1;3317;78.8919444444445;1648;49.9747222222222;0;0;0;0;83;4.26253777777778;19;63.7296997222222;0;0;0;0;37;6.7045045045045;0;0;101;25934.4752475248;0;0;1310;1437.45572519084;1883.79007633588;0;0;0
ОРГ1-00272;ОРГ1;0;6;0;0;0;0;0;0;Высшее образование, Повышение квалификации, не указано, не указано, Повышение квалификации;Многоканальная электросвязь, Инженерно-технические мероприятия по гражданской обороне, предупреждению чрезвычайных ситуаций приро, Безопасность строительства и осуществление строительного контроля, Безопасность строительства. Организация строительства, реконструкции и капитального ремонта, не указано;не указано;5;143;5.53472222222222;199;10.1366666666667;1;0.0613888888888889;1;0.0763888888888889;98;0.664191944444444;11;14.4438008333333;0;0;5;10.6917611111111;32;8.4640625;0;0;108;23984.4074074074;5;28277.6;1616;1436.91522277228;6030.50433168317;115;1050.24347826087;37428.452173913
ОРГ2-03029;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Разработка  и эксплуатация нефтяных и газовых месторождений;ОРГ2-09100;1;null;null;null;null;null;null;null;null;105;0.612538611111111;80;318.204191388889;12;0.0644341666666667;15;45.7384302777778;null;null;null;null;185;8197.39459459459;27;12260.4814814815;1124;1104.75;2955.17081850534;167;1679.23353293413;4231.38323353293
ОРГ1-02684;ОРГ1;2;1;0;0;0;0;0;0;Высшее образование - бакалавриат;Строительство;не указано;1;null;null;null;null;null;null;null;null;115;0.912225;5;1.91843805555556;0;0;2;10.4714213888889;null;null;null;null;119;22117.8151260504;2;5851;1058;2317.83553875236;8234.72117202268;48;273.583333333333;71707.3333333333
ОРГ1-01373;ОРГ1;3;65;0;0;20;2;2.55555555555556;9;Высшее образование, Повышение квалификации, Повышение квалификации;Автомобильные дороги и аэродромы, Строительство, реконструкция и капитальный ремонт, Строительство, реконструкция и капитальный ремонт;ОРГ1-00566;3;3906;226.333888888889;2420;95.2727777777778;3;0.02;1;0.00638888888888889;114;0.134144444444444;8;11.8004719444444;0;0;15;97.1507869444445;32;8.13489583333333;0;0;121;26413.347107438;14;1414.57142857143;1627;1807.10694529809;5049.63306699447;85;127.764705882353;27770.7411764706
ОРГ1-00896;ОРГ1;2;13;0;0;0;0;2;1;Высшее образование, не указано, не указано;Автоматизация и комплексная механизация машиностроения, Проектирование зданий и сооружений. Инженерные сети, Проектирование зданий и сооружений. Инженерно-технические мероприятия по гражданской обороне;не указано;3;801;24.2088888888889;479;16.3938888888889;0;0;0;0;113;0.535241944444444;1;0.346688888888889;0;0;0;0;32;9.02447916666667;0;0;113;19820.4336283186;0;0;1405;1413.23416370107;2533.51103202847;3;0;86303.3333333333
ОРГ1-02976;ОРГ1;1;0;208;1;0;0;0;0;Высшее образование;Бухгалтерский учет, анализ и аудит;ОРГ1-00672;1;88;2.69583333333333;212;6.20916666666667;0;0;0;0;60;1.27251194444444;46;129.037083611111;0;0;4;57.4400769444444;null;null;null;null;104;26251.875;4;2928.25;750;2466.63866666667;3027.472;18;381.388888888889;409.111111111111
ОРГ1-01427;ОРГ1;2;130;107.333333333333;3;11.6666666666667;3;2.85714285714286;7;Высшее образование;Промышленное и гражданское строительство;ОРГ1-01427;1;2570;78.0427777777778;1469;41.2763888888889;77;1.00361111111111;44;0.875833333333333;95;1.11511805555556;44;187.344421944444;14;0.0897622222222222;18;45.4917975;null;null;null;null;138;15066.5652173913;32;9134.6875;1292;1381.93498452012;2059.4907120743;222;1180.32882882883;2568.77027027027
ОРГ2-04273;ОРГ2;1;null;null;null;null;null;null;null;Среднее профессиональное образование;Автоматизация технологических процессов и производств (по отраслям);ОРГ2-09100;1;null;null;null;null;null;null;null;null;37;0;33;53.9421663888889;6;0;5;15.4488980555556;null;null;null;null;68;19236.2352941176;11;16891.2727272727;496;2237.65725806452;3154.29838709677;71;2201.59154929577;3240.64788732394
ОРГ2-05855;ОРГ2;0;null;null;null;null;null;null;null;Высшее образование;Безопасность информационных технологий в правоохранительной сфере;ОРГ2-01170;1;null;null;null;null;null;null;null;null;107;0.8799625;38;87.4282233333334;0;0;0;0;null;null;null;null;145;5772.8275862069;0;0;965;631.654922279793;971.773056994819;0;0;0
ОРГ1-00672;ОРГ1;2;177;193.883116883117;462;20;1;1.5;14;Высшее образование, Высшее образование;Химическая технология переработки нефти и газа, Финансы и кредит;ОРГ1-00672;2;2585;83.7958333333334;2015;63.2716666666667;22;0.802777777777778;17;0.458888888888889;151;3.28388722222222;188;913.771366666667;2;0;31;250.475261944444;11;9.07575757575757;0;0;336;14077.9404761905;33;3247.66666666667;2952;1211.47730352304;1548.82926829268;150;631.34;800.873333333333
ОРГ2-04507;ОРГ2;0;null;null;null;null;null;null;null;Высшее образование - специалитет, магистратура;Командная тактическая;ОРГ2-09100;1;null;null;null;null;null;null;null;null;118;1.28097861111111;39;107.560250277778;7;0;2;6.83156027777778;null;null;null;null;155;11664.7096774194;9;7971.88888888889;1072;1497.81996268657;5199.44123134328;69;901.623188405797;5385.78260869565
ОРГ1-00383;ОРГ1;0;89;0;0;12.6666666666667;3;2.71428571428571;7;Высшее образование;Инженерное дело в медико-биологической практике;ОРГ1-00057;1;34;0.793888888888889;20;0.437777777777778;0;0;0;0;102;0.463717777777778;11;35.2324558333333;0;0;1;11.5847008333333;22;8.65151515151515;2;6.26666666666667;113;17467.8407079646;1;600;1674;1039.70310633214;6611.56571087216;61;12.3770491803279;80268.5081967213
ОРГ2-04501;ОРГ2;1;null;null;null;null;null;null;null;Неполное высшее образование;Экономика и управление на предприятии (по отраслям);ОРГ2-09100;1;null;null;null;null;null;null;null;null;40;0.16374;10;24.3541313888889;5;0;2;1.14523777777778;null;null;null;null;50;9608.9;7;11360.8571428571;275;1483.00727272727;12022.12;30;2328.7;17090.3333333333
